Exchange Date,Close,Net,%Chg,Open,Low,High,Volume,Turnover - USD,Flow
2014-09-19,112.13,+0.02,+0.02%,112.83,112.11,112.83,"3,018,637","491,509,146.20","1,047,793,230.15"
2014-09-18,112.12,+0.42,+0.37%,111.88,111.65,112.40,"1,401,530","180,328,613.89","556,284,083.94"
2014-09-17,111.70,-0.37,-0.33%,111.72,111.40,112.19,"1,593,995","202,819,855.92","375,955,470.05"
2014-09-16,112.07,+0.64,+0.57%,111.34,111.26,112.39,"1,684,380","215,573,155.88","578,775,325.97"
2014-09-15,111.43,+0.30,+0.27%,111.31,111.20,112.16,"1,615,345","207,393,540.62","363,202,170.09"
2014-09-12,111.13,-0.51,-0.45%,111.91,110.82,111.91,"1,598,290","203,940,371.24","155,808,629.47"
2014-09-11,111.64,-0.20,-0.18%,111.83,111.37,112.16,"1,511,168","192,828,244.95","359,749,000.71"
2014-09-10,111.84,+0.05,+0.05%,111.96,111.57,112.12,"1,014,919","129,738,191.18","552,577,245.67"
2014-09-09,111.79,-0.43,-0.39%,111.81,111.46,112.12,"1,500,831","192,363,315.85","422,839,054.49"
2014-09-08,112.22,-0.36,-0.32%,112.62,111.92,112.86,"2,057,440","263,933,896.90","615,202,370.34"
2014-09-05,112.59,+1.65,+1.49%,110.84,110.55,112.60,"2,915,411","373,332,952.92","879,136,267.24"
2014-09-04,110.94,+3.37,+3.13%,109.03,108.64,110.95,"4,448,617","559,085,049.80","505,803,314.32"
2014-09-03,107.57,-0.19,-0.17%,107.88,107.36,108.09,"1,903,538","234,614,957.72","-53,281,735.49"
2014-09-02,107.75,+0.43,+0.40%,107.26,107.17,107.82,"1,469,943","181,333,222.23","181,333,222.23"
2014-08-29,107.33,+0.10,+0.09%,107.86,106.89,107.86,"1,047,332",,0.00
2014-08-28,107.23,-0.24,-0.22%,107.27,106.99,107.48,"804,362",,0.00
2014-08-27,107.47,+0.13,+0.12%,107.77,107.11,107.77,"1,028,157",,0.00
2014-08-26,107.34,-0.27,-0.25%,107.64,107.13,107.78,"1,393,169",,0.00
2014-08-25,107.60,+0.09,+0.08%,107.96,107.36,108.14,"1,100,081",,0.00
2014-08-22,107.51,-0.29,-0.27%,108.06,107.39,108.20,"1,404,965",,0.00
2014-08-21,107.81,+0.63,+0.59%,107.07,107.01,108.04,"1,552,235",,0.00
2014-08-20,107.18,+0.27,+0.25%,106.77,106.45,107.46,"1,287,408",,0.00
2014-08-19,106.91,+1.02,+0.96%,105.82,105.70,107.04,"1,708,885",,0.00
2014-08-18,105.89,+0.79,+0.75%,105.48,105.44,106.08,"1,240,085",,0.00
2014-08-15,105.10,-0.61,-0.58%,106.29,104.40,106.33,"2,025,928",,0.00
2014-08-14,105.72,+0.55,+0.52%,105.05,104.87,105.73,"1,067,902",,0.00
2014-08-13,105.17,-0.33,-0.31%,105.48,104.82,105.57,"1,458,110",,0.00
2014-08-12,105.49,-0.15,-0.14%,105.28,105.09,105.72,"1,082,111",,0.00
2014-08-11,105.64,+0.02,+0.02%,105.84,105.22,105.94,"1,232,987",,0.00
2014-08-08,105.63,+1.21,+1.15%,104.56,104.43,105.84,"2,329,870",,0.00
2014-08-07,104.42,-1.59,-1.50%,104.79,104.13,105.48,"2,698,210",,0.00
2014-08-06,106.01,+1.37,+1.30%,104.55,104.42,106.34,"2,859,824",,0.00
2014-08-05,104.64,-0.09,-0.08%,104.16,103.97,104.78,"1,798,588",,0.00
2014-08-04,104.73,+0.24,+0.23%,104.20,103.81,104.94,"1,683,789",,0.00
2014-08-01,104.49,+0.30,+0.29%,104.42,104.12,104.89,"2,089,466",,0.00
2014-07-31,104.19,-0.57,-0.54%,104.19,103.96,104.90,"2,477,018",,0.00
2014-07-30,104.76,-0.64,-0.61%,105.30,104.10,105.55,"2,032,545",,0.00
2014-07-29,105.40,+1.58,+1.52%,105.42,105.07,106.02,"2,545,375",,0.00
2014-07-28,103.82,-0.38,-0.37%,104.10,103.54,104.30,"1,402,633",,0.00
2014-07-25,104.20,-0.52,-0.50%,104.56,103.77,104.62,"1,549,356",,0.00
2014-07-24,104.72,+0.49,+0.47%,104.16,104.12,104.85,"1,352,474",,0.00
2014-07-23,104.23,+0.04,+0.03%,104.08,103.95,104.39,"1,155,161",,0.00
2014-07-22,104.20,+0.45,+0.44%,103.96,103.80,104.63,"1,768,971",,0.00
2014-07-21,103.75,-0.62,-0.59%,104.09,103.59,104.52,"1,340,803",,0.00
2014-07-18,104.37,+0.84,+0.81%,104.00,103.37,104.42,"2,156,182",,0.00
2014-07-17,103.53,-0.94,-0.90%,104.02,103.34,104.19,"1,436,645",,0.00
2014-07-16,104.47,+0.03,+0.03%,104.68,104.30,104.99,"1,531,201",,0.00
2014-07-15,104.44,+0.41,+0.39%,104.74,103.87,104.82,"2,637,139",,0.00
2014-07-14,104.03,-0.58,-0.55%,104.78,103.98,105.03,"1,703,089",,0.00
2014-07-11,104.61,-0.06,-0.06%,104.71,103.79,104.82,"1,684,853",,0.00
